"date","median_ndvi","landsat","year","month","day","ndvi_filled","ndvi_sg"
2010-02-02,0.537290071487427,"MODIS→ETM+",2010,2,2,0.537290071487427,0.524405048751703
2010-02-07,0.476566401688382,"MODIS→ETM+",2010,2,7,0.476566401688382,0.492224910833167
2010-02-12,0.448274244233966,"MODIS→ETM+",2010,2,12,0.448274244233966,0.462457692887137
2010-02-17,0.460521274680271,"MODIS→ETM+",2010,2,17,0.460521274680271,0.435103394913614
2010-02-22,0.416626885801554,"MODIS→ETM+",2010,2,22,0.416626885801554,0.410162016912596
2010-02-27,0.367733514539432,"MODIS→ETM+",2010,2,27,0.367733514539432,0.387633558884084
2010-03-04,0.360158516485243,"MODIS→ETM+",2010,3,4,0.360158516485243,0.367518020828078
2010-03-09,0.351606250796466,"MODIS→ETM+",2010,3,9,0.351606250796466,0.352393403246337
2010-03-14,0.340554809570312,"MODIS→ETM+",2010,3,14,0.340554809570312,0.335708210182903
2010-03-19,0.329166113890241,"MODIS→ETM+",2010,3,19,0.329166113890241,0.320463793624638
2010-03-24,0.315845583692192,"MODIS→ETM+",2010,3,24,0.315845583692192,0.312657140098069
2010-03-29,0.300626158971339,"MODIS→ETM+",2010,3,29,0.300626158971339,0.303990968490508
2010-04-03,0.292340162426233,"MODIS→ETM+",2010,4,3,0.292340162426233,0.294399395831033
2010-04-08,0.288869784021285,"MODIS→ETM+",2010,4,8,0.288869784021285,0.290088469337939
2010-04-13,0.289605505723507,"MODIS→ETM+",2010,4,13,0.289605505723507,0.290238675682304
2010-04-18,0.285181357318536,"MODIS→ETM+",2010,4,18,0.285181357318536,0.293394506357008
2010-04-23,0.282234048366546,"MODIS→ETM+",2010,4,23,0.282234048366546,0.298035901931304
2010-04-28,0.308067463720683,"MODIS→ETM+",2010,4,28,0.308067463720683,0.300911178756294
2010-05-03,0.322243776891381,"MODIS→ETM+",2010,5,3,0.322243776891381,0.300735205284548
2010-05-08,0.313132265051362,"MODIS→ETM+",2010,5,8,0.313132265051362,0.299766442794707
2010-05-13,0.30137201294303,"MODIS→ETM+",2010,5,13,0.30137201294303,0.297000686980816
2010-05-18,0.288208419740666,"MODIS→ETM+",2010,5,18,0.288208419740666,0.289455500866894
2010-05-23,0.274969528701156,"MODIS→ETM+",2010,5,23,0.274969528701156,0.278607453340474
2010-05-28,0.280536208242056,"MODIS→ETM+",2010,5,28,0.280536208242056,0.274280292676126
2010-06-02,0.295922800064087,"MODIS→ETM+",2010,6,2,0.295922800064087,0.288966917639711
2010-06-07,0.298129592204505,"MODIS→ETM+",2010,6,7,0.298129592204505,0.322392876324369
2010-06-12,0.315660705644718,"MODIS→ETM+",2010,6,12,0.315660705644718,0.370220525234407
2010-06-17,0.392886601116671,"MODIS→ETM+",2010,6,17,0.392886601116671,0.428295591397256
2010-06-22,0.51301727831479,"MODIS→ETM+",2010,6,22,0.51301727831479,0.491427387281278
2010-06-27,0.603980789688049,"MODIS→ETM+",2010,6,27,0.603980789688049,0.553674307645231
2010-07-02,0.640850665485181,"MODIS→ETM+",2010,7,2,0.640850665485181,0.611569643339569
2010-07-07,0.669452591438272,"MODIS→ETM+",2010,7,7,0.669452591438272,0.661566517747691
2010-07-12,0.691061308222533,"MODIS→ETM+",2010,7,12,0.691061308222533,0.697130891115397
2010-07-17,0.706951556513176,"MODIS→ETM+",2010,7,17,0.706951556513176,0.71521706610888
2010-07-22,0.718398076985411,"MODIS→ETM+",2010,7,22,0.718398076985411,0.721825072759017
2010-07-27,0.726675610314448,"MODIS→ETM+",2010,7,27,0.726675610314448,0.726116563213439
2010-08-01,0.7330588971755,"MODIS→ETM+",2010,8,1,0.7330588971755,0.7317196901879
2010-08-06,0.738822678243776,"MODIS→ETM+",2010,8,6,0.738822678243776,0.73828507288222
2010-08-11,0.745241694194488,"MODIS→ETM+",2010,8,11,0.745241694194488,0.748673531661096
2010-08-16,0.753590685702846,"MODIS→ETM+",2010,8,16,0.753590685702846,0.763197769414657
2010-08-21,0.765144393444061,"MODIS→ETM+",2010,8,21,0.765144393444061,0.780062937718143
2010-08-26,0.788445170406474,"MODIS→ETM+",2010,8,26,0.788445170406474,0.796755022199669
2010-08-31,0.820374611164707,"MODIS→ETM+",2010,8,31,0.820374611164707,0.812041739310269
2010-09-05,0.844716318773389,"MODIS→ETM+",2010,9,5,0.844716318773389,0.826695660240206
2010-09-10,0.849102678135749,"MODIS→ETM+",2010,9,10,0.849102678135749,0.836355875744103
2010-09-15,0.840488492258597,"MODIS→ETM+",2010,9,15,0.840488492258597,0.837657437822611
2010-09-20,0.830919271346392,"MODIS→ETM+",2010,9,20,0.830919271346392,0.836153876091361
2010-09-25,0.829267551687892,"MODIS→ETM+",2010,9,25,0.829267551687892,0.832960779735235
2010-09-30,0.828138951778412,"MODIS→ETM+",2010,9,30,0.828138951778412,0.828996070336635
2010-10-05,0.802834884240464,"MODIS→ETM+",2010,10,5,0.802834884240464,0.821670748228898
2010-10-10,0.797823522169143,"MODIS→ETM+",2010,10,10,0.797823522169143,0.811563065305561
2010-10-15,0.828147883751895,"MODIS→ETM+",2010,10,15,0.828147883751895,0.803040442587498
2010-10-20,0.818837355077266,"MODIS→ETM+",2010,10,20,0.818837355077266,0.794181381931597
2010-10-25,0.789016882242635,"MODIS→ETM+",2010,10,25,0.789016882242635,0.783508394117663
2010-10-30,0.746964950427413,"MODIS→ETM+",2010,10,30,0.746964950427413,0.773189611271883
2010-11-04,0.742777592276223,"MODIS→ETM+",2010,11,4,0.742777592276223,0.763721678476497
2010-11-09,0.761412551879882,"MODIS→ETM+",2010,11,9,0.761412551879882,0.751001354550904
2010-11-14,0.745668842724524,"MODIS→ETM+",2010,11,14,0.745668842724524,0.738725962473712
2010-11-19,0.731923612862825,"MODIS→ETM+",2010,11,19,0.731923612862825,0.732670861934709
2010-11-24,0.728616334985941,"MODIS→ETM+",2010,11,24,0.728616334985941,0.727108368697645
2010-11-29,0.717780741155148,"MODIS→ETM+",2010,11,29,0.717780741155148,0.719249830424393
2010-12-04,0.707142708498986,"MODIS→ETM+",2010,12,4,0.707142708498986,0.706422267300889
2010-12-09,0.705193633019925,"MODIS→ETM+",2010,12,9,0.705193633019925,0.693599876863822
2010-12-14,0.6849990474025,"MODIS→ETM+",2010,12,14,0.6849990474025,0.683702102070537
2010-12-19,0.657545603752136,"MODIS→ETM+",2010,12,19,0.657545603752136,0.673533553680486
2010-12-24,0.652487430349716,"MODIS→ETM+",2010,12,24,0.652487430349716,0.663327350090919
